strategy,S&P500
4.155568782,-2.693083433
4.155568782,-2.693083433
4.155568782,-2.693083433
4.155568782,-2.693083433
4.155568782,-2.693083433
4.155568782,-2.693083433
4.155568782,-2.693083433
4.155568782,-2.693083433
4.155568782,-2.693083433
4.155568782,-2.693083433
-4.965715955,-2.683927412
-4.965715955,-2.683927412
-4.965715955,-2.683927412
-4.965715955,-2.683927412
-4.965715955,-2.683927412
-4.965715955,-2.683927412
-4.965715955,-2.683927412
-4.965715955,-2.683927412
-4.965715955,-2.683927412
-4.965715955,-2.683927412
2.978932695,-2.671512664
2.978932695,-2.671512664
2.978932695,-2.671512664
2.978932695,-2.671512664
2.978932695,-2.671512664
2.978932695,-2.671512664
2.978932695,-2.671512664
2.978932695,-2.671512664
2.978932695,-2.671512664
2.978932695,-2.671512664
5.209089704,-2.655799628
5.209089704,-2.655799628
5.209089704,-2.655799628
5.209089704,-2.655799628
5.209089704,-2.655799628
5.209089704,-2.655799628
5.209089704,-2.655799628
5.209089704,-2.655799628
5.209089704,-2.655799628
5.209089704,-2.655799628
0.69985659,-2.640102464
0.69985659,-2.640102464
0.69985659,-2.640102464
0.69985659,-2.640102464
0.69985659,-2.640102464
0.69985659,-2.640102464
0.69985659,-2.640102464
0.69985659,-2.640102464
0.69985659,-2.640102464
0.69985659,-2.640102464
2.948422533,-2.623355524
2.948422533,-2.623355524
2.948422533,-2.623355524
2.948422533,-2.623355524
2.948422533,-2.623355524
2.948422533,-2.623355524
2.948422533,-2.623355524
2.948422533,-2.623355524
2.948422533,-2.623355524
2.948422533,-2.623355524
-3.876794432,-2.593183244
-3.876794432,-2.593183244
-3.876794432,-2.593183244
-3.876794432,-2.593183244
-3.876794432,-2.593183244
-3.876794432,-2.593183244
-3.876794432,-2.593183244
-3.876794432,-2.593183244
-3.876794432,-2.593183244
-3.876794432,-2.593183244
0.771852062,-2.586571189
0.771852062,-2.586571189
0.771852062,-2.586571189
0.771852062,-2.586571189
0.771852062,-2.586571189
0.771852062,-2.586571189
0.771852062,-2.586571189
0.771852062,-2.586571189
0.771852062,-2.586571189
0.771852062,-2.586571189
0.717389521,-2.578372949
0.717389521,-2.578372949
0.717389521,-2.578372949
0.717389521,-2.578372949
0.717389521,-2.578372949
0.717389521,-2.578372949
0.717389521,-2.578372949
0.717389521,-2.578372949
0.717389521,-2.578372949
0.717389521,-2.578372949
5.157279795,-2.564096789
5.157279795,-2.564096789
5.157279795,-2.564096789
5.157279795,-2.564096789
5.157279795,-2.564096789
5.157279795,-2.564096789
5.157279795,-2.564096789
5.157279795,-2.564096789
5.157279795,-2.564096789
5.157279795,-2.564096789
-1.30808693,-2.545289872
-1.30808693,-2.545289872
-1.30808693,-2.545289872
-1.30808693,-2.545289872
-1.30808693,-2.545289872
-1.30808693,-2.545289872
-1.30808693,-2.545289872
-1.30808693,-2.545289872
-1.30808693,-2.545289872
-1.30808693,-2.545289872
1.002075814,-2.539554402
1.002075814,-2.539554402
1.002075814,-2.539554402
1.002075814,-2.539554402
1.002075814,-2.539554402
1.002075814,-2.539554402
1.002075814,-2.539554402
1.002075814,-2.539554402
1.002075814,-2.539554402
1.002075814,-2.539554402
2.229546175,-2.518692547
2.229546175,-2.518692547
2.229546175,-2.518692547
2.229546175,-2.518692547
2.229546175,-2.518692547
2.229546175,-2.518692547
2.229546175,-2.518692547
2.229546175,-2.518692547
2.229546175,-2.518692547
2.229546175,-2.518692547
6.939603474,-2.495306733
6.939603474,-2.495306733
6.939603474,-2.495306733
6.939603474,-2.495306733
6.939603474,-2.495306733
6.939603474,-2.495306733
6.939603474,-2.495306733
6.939603474,-2.495306733
6.939603474,-2.495306733
6.939603474,-2.495306733
3.606530446,-2.484194638
3.606530446,-2.484194638
3.606530446,-2.484194638
3.606530446,-2.484194638
3.606530446,-2.484194638
3.606530446,-2.484194638
3.606530446,-2.484194638
3.606530446,-2.484194638
3.606530446,-2.484194638
3.606530446,-2.484194638
-0.781225938,-2.479298069
-0.781225938,-2.479298069
-0.781225938,-2.479298069
-0.781225938,-2.479298069
-0.781225938,-2.479298069
-0.781225938,-2.479298069
-0.781225938,-2.479298069
-0.781225938,-2.479298069
-0.781225938,-2.479298069
-0.781225938,-2.479298069
1.636667006,-2.478340322
1.636667006,-2.478340322
1.636667006,-2.478340322
1.636667006,-2.478340322
1.636667006,-2.478340322
1.636667006,-2.478340322
1.636667006,-2.478340322
1.636667006,-2.478340322
1.636667006,-2.478340322
1.636667006,-2.478340322
-7.579969312,-2.462870371
-7.579969312,-2.462870371
-7.579969312,-2.462870371
-7.579969312,-2.462870371
-7.579969312,-2.462870371
-7.579969312,-2.462870371
-7.579969312,-2.462870371
-7.579969312,-2.462870371
-7.579969312,-2.462870371
-7.579969312,-2.462870371
-1.935204025,-2.440557147
-1.935204025,-2.440557147
-1.935204025,-2.440557147
-1.935204025,-2.440557147
-1.935204025,-2.440557147
0.44986297,-2.426147296
0.44986297,-2.426147296
0.44986297,-2.426147296
0.44986297,-2.426147296
0.44986297,-2.426147296
0.44986297,-2.426147296
0.44986297,-2.426147296
0.44986297,-2.426147296
0.44986297,-2.426147296
0.44986297,-2.426147296
3.720554661,-2.419278205
3.720554661,-2.419278205
3.720554661,-2.419278205
3.720554661,-2.419278205
3.720554661,-2.419278205
3.720554661,-2.419278205
3.720554661,-2.419278205
3.720554661,-2.419278205
3.720554661,-2.419278205
3.720554661,-2.419278205
-1.812760811,-2.414687949
-1.812760811,-2.414687949
-1.812760811,-2.414687949
